,State,Year,Victim_count,Offender_race,Victim_race,Offense,City,Offender_count,Region,Juvenile_Offeneder_Count
15096,California,2011,1,White,Black or African American,Assault,Anderson,1,West,0.0
15097,Minnesota,1991,1,Black or African American,White,Others,Minneapolis,3,Midwest,
15098,Florida,2010,1,White,White,Assault,New Port Richey,3,South,
15099,Ohio,2010,1,White,Black or African American,Intimidation,Lakewood,1,Midwest,
15100,Arizona,1999,2,White,Black or African American,Intimidation,Kingman,2,West,
15101,Ohio,1995,1,White,Others,Intimidation,Erie,1,Midwest,
15102,New York,2002,2,Asian,Others,Property,Nassau,1,Northeast,
15103,Massachusetts,1997,1,White,Black or African American,Intimidation,Boston,1,Northeast,
15104,New Jersey,1991,2,White,Asian,Assault,Old Bridge Township,4,Northeast,
15105,Massachusetts,2017,1,White,Others,Intimidation,Boston,1,Northeast,1.0
15106,Massachusetts,2014,1,White,Others,Assault,Waltham,1,Northeast,0.0
15107,California,2003,1,White,Black or African American,Assault,Los Angeles,1,West,
15108,New Jersey,1994,1,White,Black or African American,Intimidation,Newark,1,Northeast,
15109,Indiana,2017,1,Black or African American,Black or African American,Assault,State Police:,1,Midwest,0.0
15110,Arizona,2010,2,White,Others,Intimidation,Apache Junction,1,West,
15111,Michigan,1999,2,White,Black or African American,Intimidation,Davison Township,3,Midwest,
15112,Missouri,1991,2,Black or African American,White,Assault,Springfield,3,Midwest,
15113,Pennsylvania,1994,1,White,Black or African American,Intimidation,Waynesboro,1,Northeast,
15114,California,2000,1,White,Others,Assault,Santa Rosa,2,West,
15115,Michigan,2010,1,White,Black or African American,Intimidation,Saginaw Township,1,Midwest,
15116,California,2005,1,White,Black or African American,Assault,San Diego,2,West,
15117,Idaho,2001,4,White,Others,Assault,Chubbuck,4,West,
15118,Ohio,2008,1,White,Black or African American,Intimidation,Niles,1,Midwest,
15119,California,1996,2,White,Asian,Assault,Cypress,1,West,
15120,Idaho,2006,1,White,Black or African American,Intimidation,Boise,1,West,
15121,Ohio,2008,1,White,White,Assault,"Springfield Township, Hamilton County",1,Midwest,
15122,Tennessee,2006,1,White,Black or African American,Assault,Memphis,1,South,
15123,North Carolina,2003,1,White,Black or African American,Others,High Point,1,South,
15124,New Jersey,2000,2,White,Asian,Intimidation,Readington Township,1,Northeast,
15125,Kentucky,2017,1,White,Others,Others,Covington,1,South,0.0
15126,Texas,2003,2,White,Black or African American,Intimidation,College Station,4,South,
15127,Iowa,2004,1,White,Others,Property,Osceola,1,Midwest,
15128,California,1995,1,Asian,White,Intimidation,Redding,3,West,
15129,Massachusetts,2017,1,White,Asian,Property,Boston,1,Northeast,0.0
15130,California,2005,4,White,Black or African American,Assault,Oroville,1,West,
15131,California,2012,1,White,Others,Intimidation,Camarillo,1,West,
15132,Missouri,2006,1,Black or African American,White,Assault,Springfield,5,Midwest,
15133,New York,2010,1,Black or African American,Others,Others,New York,1,Northeast,
15134,New Jersey,2010,1,White,White,Intimidation,Woodbury Heights,1,Northeast,
15135,California,2017,1,White,Asian,Assault,San Francisco Bay Area Rapid Transit:,1,West,0.0
15136,California,2008,2,White,Others,Property,San Francisco,1,West,
15137,Florida,2002,3,White,Others,Assault,Ocoee,1,South,
15138,Pennsylvania,2004,2,Black or African American,White,Assault,Harrisburg,2,Northeast,
15139,Minnesota,1996,1,White,White,Intimidation,Cottage Grove,1,Midwest,
15140,Texas,2001,1,White,Others,Assault,Houston,1,South,
15141,Oklahoma,1993,1,White,Black or African American,Intimidation,Tulsa,1,South,
15142,New York,1999,1,Black or African American,White,Others,New York,1,Northeast,
15143,California,1993,1,White,Black or African American,Assault,San Francisco,1,West,
15144,Massachusetts,2001,1,White,Others,Intimidation,Arlington,1,Northeast,
15145,California,2007,1,White,Black or African American,Intimidation,San Gabriel,4,West,
15146,Michigan,1995,2,Black or African American,Others,Intimidation,Saginaw,5,Midwest,
15147,Pennsylvania,1999,1,White,Black or African American,Intimidation,"Abington Township, Montgomery County",1,Northeast,
15148,Texas,1995,1,White,Black or African American,Intimidation,Dallas,1,South,
15149,Ohio,2016,1,White,Others,Assault,Columbus,1,Midwest,0.0
15150,South Carolina,2009,2,White,Black or African American,Intimidation,Hartsville,1,South,
15151,Texas,1999,1,White,Black or African American,Intimidation,Arlington,2,South,
15152,California,1996,1,White,Others,Assault,Los Angeles,1,West,
15153,New Jersey,2012,1,White,Black or African American,Intimidation,Howell Township,1,Northeast,
15154,California,2001,1,White,Others,Intimidation,San Leandro,1,West,
15155,Texas,2003,1,White,Black or African American,Intimidation,Garland,1,South,
15156,Florida,2011,1,White,Others,Assault,Palm Bay,1,South,0.0
15157,New York,1993,3,White,Black or African American,Assault,Nassau,2,Northeast,
15158,California,2017,1,White,Black or African American,Intimidation,San Marcos,1,West,0.0
15159,Michigan,2007,1,White,Black or African American,Intimidation,St. Clair Shores,1,Midwest,
15160,New Jersey,2015,1,White,Others,Intimidation,Manalapan Township,1,Northeast,
15161,California,2006,2,White,Black or African American,Assault,Arcata,2,West,
15162,California,1996,1,White,White,Assault,Los Angeles,1,West,
15163,Iowa,2000,2,White,Black or African American,Assault,Coralville,2,Midwest,
15164,Oregon,2001,1,Black or African American,Others,Intimidation,Portland,1,West,
15165,Massachusetts,2017,1,Black or African American,Others,Intimidation,Boston,1,Northeast,1.0
15166,North Carolina,2017,1,White,Black or African American,Assault,Salisbury,1,South,0.0
15167,Tennessee,2005,1,Black or African American,White,Assault,Clarksville,4,South,
15168,Massachusetts,2008,3,Black or African American,Black or African American,Intimidation,Boston,3,Northeast,
15169,Missouri,2002,1,White,Black or African American,Assault,Farmington,1,Midwest,
15170,Delaware,1993,1,Black or African American,White,Assault,New Castle County Police Department,1,South,
15171,Pennsylvania,1996,2,Black or African American,White,Intimidation,Pittsburgh,1,Northeast,
15172,South Carolina,2007,2,White,Black or African American,Others,Union,3,South,
15173,California,2005,2,White,Asian,Property,Hemet,2,West,
15174,Arizona,2016,3,White,Others,Intimidation,Phoenix,1,West,0.0
15175,California,1996,1,White,Black or African American,Property,Los Angeles,1,West,
15176,Kentucky,2016,1,White,Others,Intimidation,Radcliff,1,South,0.0
15177,Minnesota,1998,1,Asian,Black or African American,Assault,Minneapolis,1,Midwest,
15178,New Jersey,2014,1,White,Others,Intimidation,"Monroe Township, Middlesex County",1,Northeast,0.0
15179,Florida,1996,1,White,Black or African American,Assault,Orange,1,South,
15180,California,2003,1,White,Black or African American,Assault,Cerritos,2,West,
15181,Connecticut,1997,1,White,Black or African American,Others,Yale University,1,Northeast,
15182,New Jersey,1991,2,White,Others,Intimidation,Morristown,1,Northeast,
15183,New Jersey,2007,1,White,Others,Intimidation,Aberdeen Township,2,Northeast,
15184,Maryland,1995,1,Black or African American,White,Assault,Takoma Park,2,South,
15185,Florida,1993,1,White,Black or African American,Intimidation,Tampa,2,South,
15186,Nevada,2003,1,White,Others,Assault,Las Vegas Metropolitan Police Department,1,West,
15187,New York,1995,1,Black or African American,White,Intimidation,New York,3,Northeast,
15188,Florida,2016,1,White,Black or African American,Others,Fort Lauderdale,2,South,0.0
15189,Michigan,1996,1,Black or African American,White,Intimidation,Southfield,1,Midwest,
15190,Texas,2013,1,Black or African American,Black or African American,Property,San Antonio,1,South,0.0
15191,New Jersey,2005,1,White,Others,Assault,New Brunswick,1,Northeast,
15192,Ohio,2013,1,White,Black or African American,Others,North Baltimore,1,Midwest,0.0
15193,Oregon,2009,2,White,Others,Intimidation,Beaverton,1,West,
15194,Texas,2006,1,White,Black or African American,Assault,Denison,1,South,
15195,Pennsylvania,2002,2,White,Black or African American,Intimidation,Findlay Township,1,Northeast,
15196,Michigan,2016,1,White,Others,Assault,Tuscola,1,Midwest,0.0
15197,California,2007,1,White,Others,Assault,Placerville,1,West,
15198,California,2002,1,White,Others,Intimidation,Los Angeles,1,West,
15199,New Hampshire,2004,1,White,Black or African American,Intimidation,Haverhill,1,Northeast,
15200,Oregon,2011,1,White,Others,Intimidation,Woodburn,1,West,0.0
15201,New Jersey,2006,1,White,Others,Intimidation,Atlantic Highlands,1,Northeast,
15202,North Carolina,2006,2,Black or African American,Black or African American,Assault,Pitt,1,South,
15203,California,2008,1,White,Others,Assault,Eureka,2,West,
15204,Ohio,2007,1,White,Black or African American,Intimidation,Ohio State University:,1,Midwest,
15205,Oregon,2003,1,White,Asian,Intimidation,Portland,1,West,
15206,Michigan,1994,1,White,Asian,Assault,Lansing,1,Midwest,
15207,Ohio,1996,1,White,Black or African American,Intimidation,Cincinnati,1,Midwest,
15208,Rhode Island,2009,1,White,Others,Assault,Providence,1,Northeast,
15209,Missouri,2001,1,White,Others,Intimidation,St. Louis,1,Midwest,
15210,California,2008,1,White,Black or African American,Assault,Los Angeles,3,West,
15211,Kansas,2007,3,White,Others,Assault,Wichita,2,Midwest,
15212,Texas,2003,1,White,Black or African American,Intimidation,Denton,1,South,
15213,Colorado,2009,2,White,Black or African American,Intimidation,Fountain,1,West,
15214,Minnesota,2012,1,White,Black or African American,Intimidation,Blaine,1,Midwest,
15215,Pennsylvania,1991,1,White,Black or African American,Intimidation,Philadelphia,3,Northeast,
15216,Maryland,2003,1,White,Black or African American,Assault,Cumberland,3,South,
15217,Nevada,2004,2,White,Black or African American,Assault,Las Vegas Metropolitan Police Department,5,West,
15218,Texas,1999,1,White,Black or African American,Assault,Corpus Christi,1,South,
15219,Michigan,2016,1,White,Black or African American,Assault,State Police:,1,Midwest,0.0
15220,Florida,2003,1,White,Others,Assault,Miami-Dade,1,South,
15221,New York,1995,1,Black or African American,White,Others,Auburn,1,Northeast,
15222,Illinois,2001,1,White,Black or African American,Assault,Chicago,1,Midwest,
15223,New Jersey,1991,1,White,Others,Intimidation,Morristown,1,Northeast,
15224,New York,2010,1,Black or African American,Others,Assault,New York,1,Northeast,
15225,Florida,2007,1,White,Black or African American,Assault,Melbourne,2,South,
15226,Michigan,2003,1,Black or African American,White,Assault,Grand Rapids,1,Midwest,
15227,Michigan,2013,1,White,Black or African American,Assault,Shelby Township,3,Midwest,0.0
15228,California,2007,1,White,Black or African American,Assault,Oceanside,1,West,
15229,Connecticut,2012,2,Black or African American,White,Assault,New Haven,1,Northeast,
15230,California,2010,1,White,White,Assault,San Diego,1,West,
15231,New Jersey,1996,1,White,Black or African American,Intimidation,Deptford Township,2,Northeast,
15232,Missouri,2001,1,White,Black or African American,Assault,Crestwood,1,Midwest,
15233,Massachusetts,2000,1,White,Black or African American,Intimidation,Boston,3,Northeast,
15234,Missouri,1999,1,Asian,Asian,Intimidation,St. Louis,1,Midwest,
15235,Georgia,2015,1,White,Black or African American,Assault,Georgia Institute of Technology,1,South,
15236,California,2005,1,White,Black or African American,Assault,Upland,3,West,
15237,Oklahoma,1993,1,White,Black or African American,Intimidation,Oklahoma City,1,South,
15238,Virginia,2005,1,White,Others,Assault,Front Royal,2,South,
15239,South Carolina,1994,1,Black or African American,Others,Others,Beaufort,2,South,
15240,California,2010,2,White,Others,Assault,San Diego,2,West,
15241,Illinois,1996,1,Black or African American,Others,Intimidation,DuPage,1,Midwest,
15242,Washington,2000,1,White,Black or African American,Intimidation,Spokane,1,West,
15243,California,2000,1,White,Others,Property,San Juan Capistrano,1,West,
15244,Kentucky,2017,1,White,Black or African American,Intimidation,Louisville Metro,1,South,0.0
15245,Texas,1999,1,White,Black or African American,Intimidation,Brenham,1,South,
15246,Kentucky,2010,2,Black or African American,White,Assault,Morehead State University,1,South,
15247,Maryland,1993,1,White,Black or African American,Property,Charles,2,South,
15248,New York,2010,1,Black or African American,White,Assault,Orange,1,Northeast,
15249,Michigan,2017,1,White,Black or African American,Assault,State Police:,1,Midwest,0.0
15250,New Jersey,2004,1,Black or African American,White,Intimidation,Cherry Hill Township,1,Northeast,
15251,Kentucky,2012,1,Black or African American,Others,Assault,Hopkinsville,1,South,
15252,Maryland,2017,1,White,Others,Others,Montgomery County Police Department,2,South,2.0
15253,Florida,2001,1,White,Black or African American,Assault,Palm Beach,1,South,
15254,Connecticut,2010,2,White,Others,Intimidation,West Hartford,1,Northeast,
15255,California,2002,1,Black or African American,White,Intimidation,Los Angeles,2,West,
15256,Indiana,1996,1,White,Black or African American,Property,Porter,1,Midwest,
15257,Virginia,1995,1,White,Black or African American,Property,Roanoke,1,South,
15258,New Jersey,2003,1,White,Black or African American,Intimidation,Moorestown Township,1,Northeast,
15259,Oregon,2004,1,White,Black or African American,Intimidation,Portland,1,West,
15260,Ohio,2012,1,White,White,Intimidation,Franklin,1,Midwest,
15261,Rhode Island,2008,1,White,Others,Intimidation,Warwick,1,Northeast,
15262,California,1998,3,White,Others,Intimidation,San Francisco,1,West,
15263,California,2016,1,White,Others,Assault,Los Angeles,2,West,0.0
15264,Oregon,2013,2,White,Others,Intimidation,Bend,1,West,0.0
15265,Tennessee,2012,2,Black or African American,Others,Assault,Chattanooga,6,South,
15266,Ohio,2002,1,White,Black or African American,Intimidation,Hamilton,1,Midwest,
15267,Connecticut,2009,1,White,Others,Intimidation,Manchester,3,Northeast,
15268,California,1998,3,White,Black or African American,Assault,Los Angeles,2,West,
15269,California,2011,3,White,Others,Intimidation,Sutter,1,West,0.0
15270,Illinois,1991,1,White,Others,Assault,Chicago,4,Midwest,
15271,California,2007,1,White,Black or African American,Assault,Huntington Park,1,West,
15272,Minnesota,2009,1,White,Black or African American,Assault,Mankato,2,Midwest,
15273,Indiana,2001,1,White,Black or African American,Intimidation,Martinsville,1,Midwest,
15274,Illinois,1993,1,White,Others,Assault,Downers Grove,1,Midwest,
15275,Michigan,2008,1,Black or African American,White,Assault,Flint,1,Midwest,
15276,California,2002,1,White,Others,Assault,Chico,1,West,
15277,New Jersey,2007,1,White,Black or African American,Intimidation,Berkeley Township,1,Northeast,
15278,Virginia,2004,1,Black or African American,White,Property,Hampton,1,South,
15279,New Jersey,1996,1,White,Black or African American,Intimidation,Pine Hill,1,Northeast,
15280,California,2013,1,White,Black or African American,Assault,Highway Patrol:,1,West,0.0
15281,Tennessee,2001,1,Black or African American,White,Assault,Memphis,1,South,
15282,Kentucky,2017,1,White,Black or African American,Intimidation,Clark County School System,1,South,1.0
15283,New Jersey,2010,1,Black or African American,White,Intimidation,Lumberton Township,1,Northeast,
15284,Massachusetts,2003,3,White,Black or African American,Property,Barnstable,1,Northeast,
15285,Wisconsin,2008,1,White,Others,Assault,Milwaukee,1,Midwest,
15286,Maryland,2007,1,White,Black or African American,Assault,Cambridge,2,South,
15287,Oregon,1993,1,White,Black or African American,Intimidation,Medford,1,West,
15288,Michigan,2001,1,White,Others,Intimidation,Tuscola,1,Midwest,
15289,New York,2001,1,White,Others,Intimidation,Nassau,1,Northeast,
15290,Colorado,2010,2,White,Black or African American,Assault,Denver,1,West,
15291,New Jersey,1995,1,White,White,Assault,Bayonne,2,Northeast,
15292,Iowa,2008,1,White,Others,Assault,Clarion,1,Midwest,
15293,Michigan,2000,1,Black or African American,White,Others,River Rouge,2,Midwest,
15294,New York,2016,1,White,Others,Property,New York,1,Northeast,0.0
15295,Washington,2017,2,Black or African American,Others,Assault,Seattle,1,West,0.0
15296,New Jersey,1994,1,White,Others,Intimidation,Aberdeen Township,3,Northeast,
15297,Arizona,2004,1,White,Asian,Intimidation,Tempe,1,West,
15298,Tennessee,2015,1,White,Black or African American,Assault,Lafayette,1,South,
15299,Washington,1993,2,White,Black or African American,Intimidation,Spokane,2,West,
15300,Massachusetts,2017,1,Black or African American,White,Assault,Boston,1,Northeast,0.0
15301,Ohio,2014,1,White,Others,Intimidation,Dayton,1,Midwest,0.0
15302,Connecticut,2018,1,White,White,Others,Old Saybrook,1,Northeast,0.0
15303,Texas,1995,1,White,Black or African American,Intimidation,Dallas,1,South,
15304,Ohio,1993,1,White,Black or African American,Assault,Cleveland,1,Midwest,
15305,New York,2001,4,White,Others,Others,Ticonderoga Town,2,Northeast,
15306,Florida,2012,2,White,Black or African American,Property,Coral Gables,1,South,
15307,California,2018,2,Black or African American,Others,Intimidation,Placentia,1,West,0.0
15308,Massachusetts,1992,3,Asian,Others,Assault,Boston,3,Northeast,
15309,Oregon,1993,1,White,Others,Property,Springfield,1,West,
15310,California,2009,3,White,Black or African American,Assault,Palmdale,10,West,
15311,California,2012,1,White,Black or African American,Assault,Adelanto,1,West,
15312,Connecticut,1999,5,White,Black or African American,Assault,New Britain,1,Northeast,
15313,California,2001,1,Black or African American,Others,Assault,University of California:,1,West,
15314,Florida,2003,1,Black or African American,White,Assault,Hernando,1,South,
15315,Indiana,2017,1,White,Others,Assault,State Police:,1,Midwest,0.0
15316,Texas,2010,1,White,Black or African American,Others,Galveston,2,South,
15317,North Carolina,2008,1,White,White,Intimidation,Forsyth,1,South,
15318,North Carolina,2011,1,White,Black or African American,Intimidation,Gaston County Police Department,1,South,0.0
15319,New Hampshire,2003,1,White,Black or African American,Intimidation,Newport,1,Northeast,
15320,California,2007,1,White,Black or African American,Assault,National City,3,West,
15321,Michigan,2004,1,White,Others,Assault,Grand Rapids,1,Midwest,
15322,California,2017,1,White,Others,Assault,Los Angeles,1,West,0.0
15323,Virginia,2018,1,White,Black or African American,Assault,Albemarle County Police Department,1,South,0.0
15324,California,2003,2,White,Black or African American,Intimidation,Los Angeles,1,West,
15325,Michigan,2012,1,White,Black or African American,Assault,Hamtramck,2,Midwest,
15326,Ohio,2009,1,White,Others,Intimidation,Coshocton,1,Midwest,
15327,California,2005,1,White,Black or African American,Assault,Lawndale,2,West,
15328,Massachusetts,2001,1,White,Black or African American,Intimidation,Boston,3,Northeast,
15329,California,2018,1,White,Others,Intimidation,Beverly Hills,1,West,0.0
15330,Arizona,2002,1,White,Black or African American,Assault,Phoenix,1,West,
15331,Massachusetts,2004,2,White,Black or African American,Assault,Boston,2,Northeast,
15332,Kentucky,2014,1,White,White,Others,Greater Hardin County Narcotics Task Force,1,South,0.0
15333,Arkansas,1992,4,White,Black or African American,Assault,Howard,2,South,
15334,Minnesota,1998,1,White,Black or African American,Intimidation,Minneapolis,1,Midwest,
15335,Arizona,2004,2,White,Black or African American,Assault,Mesa,2,West,
15336,Arizona,1996,1,White,Black or African American,Intimidation,Phoenix,1,West,
15337,Indiana,2000,3,White,Black or African American,Intimidation,Corydon,2,Midwest,
15338,New Jersey,1995,1,White,Black or African American,Intimidation,Pitman,3,Northeast,
15339,Minnesota,2002,2,Black or African American,Others,Intimidation,Eden Prairie,1,Midwest,
15340,Florida,2014,1,White,White,Assault,Alachua,1,South,0.0
15341,New York,1993,1,Black or African American,White,Intimidation,New York,1,Northeast,
15342,California,2009,2,White,Black or African American,Assault,Kern,3,West,
15343,New Hampshire,2006,1,White,Others,Assault,Hudson,1,Northeast,
15344,California,2011,1,White,Others,Intimidation,San Diego,1,West,0.0
15345,Massachusetts,2005,1,White,Black or African American,Intimidation,Abington,1,Northeast,
15346,California,2011,2,Black or African American,White,Intimidation,San Diego,1,West,0.0
15347,Kentucky,2006,1,White,Black or African American,Intimidation,Morganfield,1,South,
15348,New Mexico,2014,1,White,Others,Assault,Albuquerque,1,West,0.0
15349,New Jersey,2010,1,White,Others,Intimidation,South Brunswick Township,2,Northeast,
15350,California,1997,1,Asian,Black or African American,Intimidation,Richmond,1,West,
15351,Texas,1996,1,White,Asian,Others,Euless,3,South,
15352,Missouri,2000,1,White,Black or African American,Intimidation,Belton,1,Midwest,
15353,Connecticut,2008,1,White,Others,Property,Southington,2,Northeast,
15354,Oregon,1996,1,White,Others,Intimidation,Albany,1,West,
15355,California,2017,1,White,Black or African American,Assault,San Luis Obispo,1,West,0.0
15356,Ohio,1993,1,Black or African American,White,Assault,Columbus,1,Midwest,
15357,California,1995,1,Black or African American,White,Assault,San Diego,4,West,
15358,Ohio,2013,3,Black or African American,White,Intimidation,Dayton,3,Midwest,0.0
15359,Massachusetts,2010,1,White,Black or African American,Assault,Amherst,2,Northeast,
15360,Washington,2007,1,White,Black or African American,Property,Yakima,1,West,
15361,North Carolina,2016,1,White,Black or African American,Intimidation,Wilmington,1,South,1.0
15362,Indiana,2018,1,Black or African American,Others,Intimidation,South Bend,1,Midwest,0.0
15363,Ohio,2002,1,White,Black or African American,Intimidation,Cincinnati,1,Midwest,
15364,Texas,1992,1,White,Black or African American,Intimidation,Fort Worth,1,South,
15365,Wyoming,2016,1,White,Others,Assault,Gillette,1,West,1.0
15366,Michigan,2000,1,White,Black or African American,Assault,Lansing,2,Midwest,
15367,California,1997,1,White,Black or African American,Property,San Diego,2,West,
15368,Colorado,2005,1,White,Others,Assault,Lakewood,1,West,
15369,California,1996,1,White,Black or African American,Intimidation,Los Angeles,1,West,
15370,Arizona,2013,1,White,White,Assault,Phoenix,1,West,0.0
15371,Ohio,2010,1,White,White,Others,"Springfield Township, Hamilton County",1,Midwest,
15372,Texas,2012,1,White,Others,Assault,El Paso,1,South,
15373,Illinois,1996,1,White,Asian,Assault,Neponset,1,Midwest,
15374,California,2002,1,White,Others,Intimidation,Arcadia,1,West,
15375,Tennessee,2018,1,White,Black or African American,Intimidation,Memphis,1,South,0.0
15376,Michigan,2015,4,White,Black or African American,Intimidation,Rochester,1,Midwest,
15377,Illinois,2010,1,White,Black or African American,Property,Will,1,Midwest,
15378,Michigan,2003,1,White,Black or African American,Assault,Roseville,1,Midwest,
15379,California,1999,1,White,Black or African American,Intimidation,Riverside,1,West,
15380,Missouri,1993,2,White,Black or African American,Assault,St. Louis,1,Midwest,
15381,Ohio,1998,1,White,Black or African American,Intimidation,Wright State University,1,Midwest,
15382,Ohio,2000,1,White,White,Intimidation,Cincinnati,1,Midwest,
15383,Massachusetts,1999,1,White,Black or African American,Assault,Boston,1,Northeast,
15384,West Virginia,2002,1,White,Black or African American,Assault,Kanawha,1,South,
15385,South Carolina,2001,1,Black or African American,Others,Assault,Cayce,3,South,
15386,Montana,2013,1,White,White,Others,Helena,1,West,0.0
15387,Utah,1993,2,White,Black or African American,Intimidation,University of Utah,1,West,
15388,Oklahoma,1992,1,Black or African American,White,Assault,Tulsa,1,South,
15389,New Jersey,2006,1,White,Black or African American,Intimidation,Jackson Township,1,Northeast,
15390,Massachusetts,1998,1,White,Black or African American,Intimidation,Boston,1,Northeast,
15391,Washington,1993,1,White,Black or African American,Assault,Tacoma,1,West,
15392,Ohio,1999,1,White,Others,Assault,Cleveland,1,Midwest,
15393,Tennessee,2015,2,White,Black or African American,Intimidation,Greeneville,1,South,
15394,Alabama,2016,1,White,Black or African American,Property,Hoover,1,South,0.0
15395,West Virginia,2013,1,White,White,Assault,Oak Hill,1,South,0.0
15396,New Jersey,2012,1,White,Others,Intimidation,Lakewood Township,1,Northeast,
15397,Maryland,1991,1,White,Black or African American,Assault,Baltimore County Police Department,1,South,
15398,Arizona,2014,1,Black or African American,Black or African American,Assault,Maricopa,1,West,0.0
15399,Maine,1998,1,Black or African American,White,Intimidation,Lewiston,1,Northeast,
15400,New York,1997,1,White,Black or African American,Intimidation,Albany,1,Northeast,
15401,California,1997,1,Black or African American,White,Assault,Los Angeles,1,West,
15402,New York,1992,1,White,Black or African American,Intimidation,Rensselaer City,1,Northeast,
15403,Pennsylvania,2001,1,White,Black or African American,Intimidation,"Penn Township, York County",1,Northeast,
15404,Pennsylvania,2008,1,Black or African American,White,Assault,Harrisburg,1,Northeast,
15405,Washington,1994,1,White,Black or African American,Assault,Bellingham,3,West,
15406,New York,1992,2,Black or African American,White,Assault,New York,1,Northeast,
15407,Oregon,2018,1,White,Black or African American,Assault,Portland,1,West,0.0
15408,California,1997,1,White,Others,Assault,San Francisco,6,West,
15409,New Jersey,1991,1,White,White,Intimidation,"Ocean Township, Monmouth County",1,Northeast,
15410,Kentucky,2018,1,White,Others,Others,Nicholasville,1,South,0.0
15411,Washington,1992,1,White,Black or African American,Intimidation,Kitsap,1,West,
15412,Pennsylvania,2006,1,White,Others,Assault,Philadelphia,4,Northeast,
15413,Tennessee,2010,1,Black or African American,White,Others,Memphis,2,South,
15414,New York,1998,1,White,Black or African American,Intimidation,New York,1,Northeast,
15415,Texas,1993,1,White,Black or African American,Intimidation,North Richland Hills,2,South,
15416,Maryland,2017,2,White,Black or African American,Assault,Anne Arundel County Police Department,1,South,1.0
15417,South Carolina,1999,1,Black or African American,White,Intimidation,Richland,1,South,
15418,Massachusetts,2001,1,White,Black or African American,Assault,Boston,1,Northeast,
15419,Connecticut,1996,2,White,Black or African American,Assault,West Haven,2,Northeast,
15420,Missouri,1992,1,Black or African American,White,Others,St. Louis,3,Midwest,
15421,Arkansas,2004,1,White,Black or African American,Intimidation,Walnut Ridge,2,South,
15422,Michigan,2000,1,White,Black or African American,Assault,Monroe,1,Midwest,
15423,Pennsylvania,1994,1,Black or African American,White,Intimidation,Pittsburgh,1,Northeast,
15424,Washington,1994,1,Others,White,Assault,Tekoa,2,West,
15425,New Jersey,2006,1,White,Others,Intimidation,Linwood,1,Northeast,
15426,South Carolina,2011,1,White,Black or African American,Assault,Charleston,1,South,0.0
15427,West Virginia,2018,1,White,White,Others,Oak Hill,1,South,0.0
15428,South Carolina,2008,1,Black or African American,Black or African American,Assault,Columbia Metropolitan Airport,1,South,
15429,California,1995,3,Black or African American,White,Assault,Lancaster,1,West,
15430,California,2001,1,Asian,Others,Intimidation,San Jose,1,West,
15431,Washington,1994,1,White,Asian,Intimidation,King,1,West,
15432,New York,1995,1,White,Black or African American,Intimidation,State University of New York Police:,1,Northeast,
15433,Michigan,2013,1,White,Black or African American,Assault,Lansing,1,Midwest,0.0
15434,Ohio,2004,2,Black or African American,Others,Property,Youngstown,1,Midwest,
15435,Connecticut,2017,1,White,Others,Assault,Cheshire,2,Northeast,1.0
15436,Missouri,2010,1,White,Others,Assault,Kansas City,1,Midwest,
15437,Colorado,2012,1,White,Others,Intimidation,Canon City,1,West,
15438,Nevada,1999,1,White,Black or African American,Property,Reno,1,West,
15439,New Jersey,2013,1,White,Others,Intimidation,Freehold Township,1,Northeast,0.0
15440,Kentucky,2013,1,Black or African American,Others,Assault,Bowling Green,1,South,0.0
15441,Pennsylvania,1998,1,White,Black or African American,Intimidation,Philadelphia,1,Northeast,
15442,South Dakota,2014,1,Others,Others,Assault,Watertown,1,Midwest,0.0
15443,Texas,2014,1,White,Black or African American,Intimidation,Longview,1,South,0.0
15444,Missouri,1992,1,White,Black or African American,Intimidation,Springfield,1,Midwest,
15445,Arizona,2002,1,White,Others,Intimidation,Mesa,1,West,
15446,Minnesota,1997,2,Asian,White,Assault,Rochester,7,Midwest,
15447,California,1995,1,White,Asian,Property,Richmond,2,West,
15448,California,1997,1,White,White,Assault,San Diego,2,West,
15449,Texas,1997,1,Black or African American,White,Assault,Crowley,2,South,
15450,Oregon,2015,1,White,Black or African American,Intimidation,Deschutes,1,West,
15451,New Jersey,2018,1,White,Black or African American,Intimidation,South Brunswick Township,1,Northeast,0.0
15452,California,1999,2,White,Black or African American,Property,Sacramento,1,West,
15453,California,2002,2,White,Black or African American,Assault,Los Angeles,3,West,
15454,Idaho,2012,1,White,Others,Others,Twin Falls,1,West,
15455,Michigan,1999,1,White,Black or African American,Assault,Ann Arbor,2,Midwest,
15456,Michigan,1996,2,Asian,Asian,Assault,Macomb Community College,2,Midwest,
15457,Minnesota,2013,1,White,Black or African American,Intimidation,St. Paul,1,Midwest,0.0
15458,Kansas,2003,1,Black or African American,White,Assault,Wichita,4,Midwest,
15459,Kansas,2013,1,Black or African American,Others,Assault,Wyandotte,1,Midwest,0.0
15460,Virginia,1999,1,White,Others,Property,Henrico County Police Department,2,South,
15461,New Jersey,2009,1,White,Others,Intimidation,Mount Olive Township,1,Northeast,
15462,New York,2001,1,White,Black or African American,Intimidation,Rochester,1,Northeast,
15463,Wisconsin,2010,1,White,Black or African American,Assault,Merrill,2,Midwest,
15464,New York,2008,1,White,Others,Intimidation,New York,1,Northeast,
15465,California,2006,1,White,Black or African American,Intimidation,Los Angeles,2,West,
